Region,Date,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Area,Region.1,longitude,latitude,NN_Prediction,Cluster_ID,Impact_Zone,is_anomaly,Anomaly_Flag,Regression_Prediction
Rajasthan,2020-02-29,Monthly,17.02,5288343.0,41.62,Urban,,,,12.835623,0,Low Impact,1,0,12.99980639930231
Rajasthan,2020-03-31,Monthly,18.54,4964911.0,39.71,Urban,,,,13.174696,0,Low Impact,1,0,13.148228312701946
Rajasthan,2020-04-30,Monthly,35.53,2932923.0,29.57,Urban,,,,16.678488,2,High Impact,-1,1,14.012058634213712
Rajasthan,2020-05-31,Monthly,25.35,4225486.0,36.71,Urban,,,,13.877154,2,High Impact,1,0,13.43710661161239
Rajasthan,2020-06-30,Monthly,13.04,5275784.0,39.26,Urban,,,,13.07017,0,Low Impact,1,0,13.089939581458234
Sikkim,2019-05-31,Monthly,8.2,89587.0,48.61,Urban,,,,16.092737,0,Low Impact,1,0,13.994335027965693
Sikkim,2019-06-30,Monthly,7.76,89702.0,48.13,Urban,,,,15.989637,0,Low Impact,1,0,14.012024072431931
Sikkim,2019-07-31,Monthly,2.56,108334.0,54.67,Urban,,,,17.036814,1,Moderate Impact,1,0,13.766144355627047
Sikkim,2019-08-31,Monthly,4.82,90850.0,46.63,Urban,,,,15.68367,0,Low Impact,1,0,14.06711233409997
Sikkim,2019-09-30,Monthly,4.81,89450.0,45.61,Urban,,,,15.546706,0,Low Impact,1,0,14.105097730498496
Sikkim,2019-10-31,Monthly,9.68,87974.0,46.97,Urban,,,,15.745896,0,Low Impact,1,0,14.055255879181093
Sikkim,2019-11-30,Monthly,4.04,107751.0,53.8,Urban,,,,16.952303,1,Moderate Impact,1,0,13.798396428622638
Sikkim,2019-12-31,Monthly,7.37,88035.0,45.24,Urban,,,,15.533519,0,Low Impact,1,0,14.119095306839592
Sikkim,2020-03-31,Monthly,20.45,86186.0,50.57,Urban,,,,16.480082,1,Moderate Impact,1,0,13.922811025070494
Sikkim,2020-04-30,Monthly,5.77,81905.0,40.31,Urban,,,,15.680863,0,Low Impact,1,0,14.302537998246589
Sikkim,2020-05-31,Monthly,19.75,75456.0,43.32,Urban,,,,15.574995,2,High Impact,1,0,14.192992952253274
Sikkim,2020-06-30,Monthly,2.63,76269.0,35.85,Urban,,,,16.021862,0,Low Impact,1,0,14.46851401867614
Tamil Nadu,2019-05-31,Monthly,0.89,11798080.0,37.31,Urban,,,,11.722192,0,Low Impact,1,0,11.590506472783648
Tamil Nadu,2019-06-30,Monthly,1.56,12318745.0,39.16,Urban,,,,10.823859,0,Low Impact,1,0,11.396780089785583
Tamil Nadu,2019-07-31,Monthly,3.18,12054414.0,38.89,Urban,,,,10.9509115,0,Low Impact,1,0,11.470430650670517
Tamil Nadu,2019-08-31,Monthly,9.53,11933093.0,41.13,Urban,,,,9.890115,0,Low Impact,1,0,11.4169821725038
Tamil Nadu,2019-09-30,Monthly,1.86,11902824.0,37.76,Urban,,,,11.499362,0,Low Impact,1,0,11.548661196956116
Tamil Nadu,2019-10-31,Monthly,1.13,12223948.0,38.42,Urban,,,,11.181037,0,Low Impact,1,0,11.44693271973247
Tamil Nadu,2019-11-30,Monthly,2.65,11729952.0,37.38,Urban,,,,11.687206,0,Low Impact,1,0,11.604336761115356
Tamil Nadu,2019-12-31,Monthly,8.05,12260389.0,41.29,Urban,,,,9.775796,0,Low Impact,1,0,11.332221633401769
Tamil Nadu,2020-01-31,Monthly,2.05,11926995.0,37.64,Urban,,,,11.55974,0,Low Impact,1,0,11.547266900443379
Tamil Nadu,2020-02-29,Monthly,3.31,11742101.0,37.48,Urban,,,,11.637231,0,Low Impact,1,0,11.597718730144784
Tamil Nadu,2020-03-31,Monthly,6.46,10982178.0,36.17,Urban,,,,12.273739,0,Low Impact,1,0,11.829157854401084
Tamil Nadu,2020-04-30,Monthly,45.55,4632967.0,26.17,Urban,,,,17.80686,2,High Impact,-1,1,13.727963128895423
Tamil Nadu,2020-05-31,Monthly,25.95,5733921.0,23.77,Urban,,,,19.026205,2,High Impact,-1,1,13.551295618669833
Tamil Nadu,2020-06-30,Monthly,24.93,7741005.0,31.6,Urban,,,,14.618561,2,High Impact,1,0,12.77872724751717
Telangana,2019-05-31,Monthly,1.52,5560649.0,44.59,Urban,,,,12.464278,0,Low Impact,1,0,12.824577707330246
Telangana,2019-06-30,Monthly,1.43,5683349.0,45.43,Urban,,,,12.34129,0,Low Impact,1,0,12.764011457812224
Telangana,2019-07-31,Monthly,3.73,5432503.0,44.36,Urban,,,,12.549201,0,Low Impact,1,0,12.863941015760656
Telangana,2019-08-31,Monthly,4.19,5544693.0,45.39,Urban,,,,12.425771,0,Low Impact,1,0,12.79889404474891
Telangana,2019-09-30,Monthly,6.19,5668785.0,47.28,Urban,,,,12.239666,0,Low Impact,1,0,12.699237029307682
Telangana,2019-10-31,Monthly,6.74,5318341.0,44.51,Urban,,,,12.603143,0,Low Impact,1,0,12.885909417742015
Telangana,2019-11-30,Monthly,5.23,5338119.0,43.87,Urban,,,,12.633384,0,Low Impact,1,0,12.904766667600565
Telangana,2019-12-31,Monthly,4.22,5317782.0,43.13,Urban,,,,12.693414,0,Low Impact,1,0,12.936979756656381
Telangana,2020-01-31,Monthly,6.49,5543380.0,45.95,Urban,,,,12.380843,0,Low Impact,1,0,12.77854084082741
Telangana,2020-02-29,Monthly,6.74,5521496.0,45.78,Urban,,,,12.406602,0,Low Impact,1,0,12.790088004261353
Telangana,2020-03-31,Monthly,6.1,5313236.0,43.65,Urban,,,,12.661573,0,Low Impact,1,0,12.918881870720565
Telangana,2020-04-30,Monthly,10.5,3378431.0,29.05,Urban,,,,16.767374,0,Low Impact,1,0,13.923916178618384
Telangana,2020-05-31,Monthly,36.57,3108830.0,37.63,Urban,,,,14.320117,2,High Impact,1,0,13.672183831844162
Telangana,2020-06-30,Monthly,6.92,4577995.0,37.68,Urban,,,,13.588071,0,Low Impact,1,0,13.316374522884665
Tripura,2019-05-31,Monthly,34.69,423127.0,69.5,Urban,,,,20.179728,1,Moderate Impact,-1,1,13.142927936250945
Tripura,2019-06-30,Monthly,25.59,408738.0,58.8,Urban,,,,17.383509,1,Moderate Impact,-1,1,13.541330570667602
Tripura,2019-07-31,Monthly,25.81,410583.0,59.1,Urban,,,,17.442064,1,Moderate Impact,-1,1,13.529813087934684
Tripura,2019-08-31,Monthly,33.45,368977.0,59.07,Urban,,,,17.466158,1,Moderate Impact,-1,1,13.540944458730399
Tripura,2019-09-30,Monthly,33.57,418043.0,66.9,Urban,,,,19.407494,1,Moderate Impact,-1,1,13.240118553014963
Tripura,2019-10-31,Monthly,26.67,414808.0,60.0,Urban,,,,17.635223,1,Moderate Impact,-1,1,13.495576256155045
Tripura,2019-11-30,Monthly,27.15,427700.0,62.14,Urban,,,,18.138353,1,Moderate Impact,-1,1,13.413483022444003
Tripura,2019-12-31,Monthly,33.48,399427.0,63.41,Urban,,,,18.467672,1,Moderate Impact,-1,1,13.37341922472132
Tripura,2020-01-31,Monthly,34.37,450155.0,72.26,Urban,,,,21.029295,1,Moderate Impact,-1,1,13.034544799323534
Tripura,2020-02-29,Monthly,33.88,415339.0,66.04,Urban,,,,19.160423,1,Moderate Impact,-1,1,13.272512536510844
Tripura,2020-03-31,Monthly,25.69,450271.0,63.56,Urban,,,,18.470757,1,Moderate Impact,-1,1,13.355632968036653
Tripura,2020-04-30,Monthly,34.88,296431.0,47.65,Urban,,,,15.754967,2,High Impact,1,0,13.979933902532494
Tripura,2020-05-31,Monthly,16.78,384999.0,48.31,Urban,,,,15.840232,0,Low Impact,1,0,13.934234808487256
Tripura,2020-06-30,Monthly,27.47,391015.0,56.17,Urban,,,,16.984945,1,Moderate Impact,-1,1,13.642673580507862
Uttar Pradesh,2019-05-31,Monthly,14.4,13391244.0,40.43,Urban,,,,10.150962,0,Low Impact,1,0,11.091508874580391
Uttar Pradesh,2019-06-30,Monthly,11.62,13624452.0,39.75,Urban,,,,10.53234,0,Low Impact,1,0,11.060421136917206
Uttar Pradesh,2019-07-31,Monthly,11.8,13862431.0,40.43,Urban,,,,10.113307,0,Low Impact,1,0,10.977986467196
Uttar Pradesh,2019-08-31,Monthly,14.73,13580241.0,40.87,Urban,,,,9.881976,0,Low Impact,1,0,11.029733743416877
Uttar Pradesh,2019-09-30,Monthly,13.58,13522970.0,40.07,Urban,,,,10.351239,0,Low Impact,1,0,11.073059881969613
Uttar Pradesh,2019-10-31,Monthly,10.35,13938303.0,39.71,Urban,,,,10.532274,0,Low Impact,1,0,10.986281862048944
Uttar Pradesh,2019-11-30,Monthly,11.31,14128888.0,40.6,Urban,,,,9.992947,0,Low Impact,1,0,10.907514682027537
Uttar Pradesh,2019-12-31,Monthly,12.37,13857200.0,40.21,Urban,,,,10.243467,0,Low Impact,1,0,10.987366942172144
Uttar Pradesh,2020-01-31,Monthly,12.34,13656250.0,39.52,Urban,,,,10.656285,0,Low Impact,1,0,11.06124936707362
Uttar Pradesh,2020-02-29,Monthly,11.65,13803099.0,39.54,Urban,,,,10.64274,0,Low Impact,1,0,11.025131050379157
Uttar Pradesh,2020-03-31,Monthly,12.32,13889632.0,40.0,Urban,,,,10.364889,0,Low Impact,1,0,10.987304225650053
Uttar Pradesh,2020-04-30,Monthly,26.94,10944379.0,37.74,Urban,,,,11.522988,2,High Impact,1,0,11.780316172649112
Uttar Pradesh,2020-05-31,Monthly,32.06,11111486.0,41.1,Urban,,,,10.024884,2,High Impact,1,0,11.616038064311834
Uttar Pradesh,2020-06-30,Monthly,13.05,13208724.0,38.09,Urban,,,,11.358535,0,Low Impact,1,0,11.221852318469203
Uttarakhand,2019-05-31,Monthly,9.17,676797.0,26.33,Urban,,,,18.778952,0,Low Impact,-1,1,14.675211903015505
Uttarakhand,2019-06-30,Monthly,4.69,906889.0,33.54,Urban,,,,15.9172945,0,Low Impact,1,0,14.353655800068097
Uttarakhand,2019-07-31,Monthly,6.94,859900.0,32.48,Urban,,,,16.24816,0,Low Impact,1,0,14.404101284717983
Uttarakhand,2019-08-31,Monthly,7.43,823967.0,31.21,Urban,,,,16.713152,0,Low Impact,1,0,14.45963414183433
Uttarakhand,2019-09-30,Monthly,9.62,711150.0,27.51,Urban,,,,18.255962,0,Low Impact,1,0,14.623381603890195
Uttarakhand,2019-10-31,Monthly,4.72,925174.0,33.87,Urban,,,,15.846944,0,Low Impact,1,0,14.337070154786373
Uttarakhand,2019-11-30,Monthly,6.34,904903.0,33.61,Urban,,,,15.902617,0,Low Impact,1,0,14.35155059130583
Uttarakhand,2019-12-31,Monthly,7.39,844779.0,31.65,Urban,,,,16.546713,0,Low Impact,1,0,14.438379581242465
Uttarakhand,2020-01-31,Monthly,8.92,725253.0,27.55,Urban,,,,18.234255,0,Low Impact,1,0,14.618507392411548
Uttarakhand,2020-02-29,Monthly,5.28,963408.0,35.11,Urban,,,,15.6567545,0,Low Impact,1,0,14.282090217996974
Uttarakhand,2020-03-31,Monthly,8.15,889245.0,33.33,Urban,,,,15.977256,0,Low Impact,1,0,14.365657822327382
Uttarakhand,2020-04-30,Monthly,13.18,748041.0,29.59,Urban,,,,17.372513,0,Low Impact,1,0,14.537720919473069
Uttarakhand,2020-05-31,Monthly,17.36,778590.0,32.27,Urban,,,,16.354998,0,Low Impact,1,0,14.43144226494626
Uttarakhand,2020-06-30,Monthly,5.08,989470.0,35.61,Urban,,,,15.589178,0,Low Impact,1,0,14.257356188536615
West Bengal,2019-05-31,Monthly,7.25,11306177.0,46.37,Urban,,,,8.343672,0,Low Impact,1,0,11.374616276439305
West Bengal,2019-06-30,Monthly,7.38,10611498.0,43.51,Urban,,,,9.540845,0,Low Impact,1,0,11.647546600034033
West Bengal,2019-07-31,Monthly,7.91,10779829.0,44.38,Urban,,,,9.199794,0,Low Impact,1,0,11.574879242249352
West Bengal,2019-08-31,Monthly,7.27,11456493.0,46.77,Urban,,,,8.171946,0,Low Impact,1,0,11.323636899005589
West Bengal,2019-09-30,Monthly,7.79,11158649.0,45.74,Urban,,,,8.594655,0,Low Impact,1,0,11.433413221677165
West Bengal,2019-10-31,Monthly,7.83,10563686.0,43.25,Urban,,,,9.642463,0,Low Impact,1,0,11.668662450140395
West Bengal,2019-11-30,Monthly,6.61,10768462.0,43.44,Urban,,,,9.457126,0,Low Impact,1,0,11.612313181772173
West Bengal,2019-12-31,Monthly,7.24,11335696.0,45.97,Urban,,,,8.418058,0,Low Impact,1,0,11.382268265528324
West Bengal,2020-01-31,Monthly,7.27,11208617.0,45.39,Urban,,,,8.650532,0,Low Impact,1,0,11.434292967634665
West Bengal,2020-02-29,Monthly,7.55,10871168.0,44.09,Urban,,,,9.214223,0,Low Impact,1,0,11.563576938670533
West Bengal,2020-03-31,Monthly,6.67,10806105.0,43.34,Urban,,,,9.460689,0,Low Impact,1,0,11.6069348976736
West Bengal,2020-04-30,Monthly,15.63,9299466.0,41.2,Urban,,,,10.804647,0,Low Impact,1,0,12.048914451387555
West Bengal,2020-05-31,Monthly,15.22,9240903.0,40.67,Urban,,,,10.931871,0,Low Impact,1,0,12.082586197066494
West Bengal,2020-06-30,Monthly,9.86,9088931.0,37.57,Urban,,,,11.800288,0,Low Impact,1,0,12.233621277990098
Andhra Pradesh,2020-01-31, M,5.48,16635535.0,41.02,,South,15.9129,79.74,9.556254,0,Low Impact,1,0,10.288089661991641
Andhra Pradesh,2020-02-29, M,5.83,16545652.0,40.9,,South,15.9129,79.74,9.633811,0,Low Impact,1,0,10.314174231941305
Andhra Pradesh,2020-03-31, M,5.79,15881197.0,39.18,,South,15.9129,79.74,10.698429,0,Low Impact,1,0,10.537745446389941
Andhra Pradesh,2020-04-30, M,20.51,11336911.0,33.1,,South,15.9129,79.74,13.76945,2,High Impact,1,0,11.857005930243492
Andhra Pradesh,2020-05-31, M,17.43,12988845.0,36.46,,South,15.9129,79.74,12.168607,0,Low Impact,1,0,11.334990584696055
Andhra Pradesh,2020-06-30, M,3.31,19805400.0,47.41,,South,15.9129,79.74,5.7912335,0,Low Impact,1,0,9.288524387771739
Andhra Pradesh,2020-07-31, M,8.34,15431615.0,38.91,,South,15.9129,79.74,10.892114,0,Low Impact,1,0,10.656028264723332
Andhra Pradesh,2020-08-31, M,6.96,15251776.0,37.83,,South,15.9129,79.74,11.525929,0,Low Impact,1,0,10.739219307097306
Andhra Pradesh,2020-09-30, M,6.4,15220312.0,37.47,,South,15.9129,79.74,11.705155,0,Low Impact,1,0,10.760087446879949
Andhra Pradesh,2020-10-31, M,6.59,15157557.0,37.34,,South,15.9129,79.74,11.76893,0,Low Impact,1,0,10.780005205724123
Assam,2020-01-31, M,4.66,13051904.0,52.98,,Northeast,26.2006,92.9376,7.0649943,1,Moderate Impact,1,0,10.710046348139459
Assam,2020-02-29, M,4.41,10088268.0,40.77,,Northeast,26.2006,92.9376,10.514914,0,Low Impact,1,0,11.874740774410752
Assam,2020-03-31, M,4.77,11542888.0,46.73,,Northeast,26.2006,92.9376,8.116343,0,Low Impact,1,0,11.304298271638263
Assam,2020-04-30, M,11.06,6830817.0,29.55,,Northeast,26.2006,92.9376,15.794129,0,Low Impact,1,0,13.073682827319953
Assam,2020-05-31, M,9.55,11367897.0,48.26,,Northeast,26.2006,92.9376,8.095543,0,Low Impact,1,0,11.289986457404979
Assam,2020-06-30, M,0.6,9095944.0,35.07,,Northeast,26.2006,92.9376,12.8359785,0,Low Impact,1,0,12.324206392068882
Assam,2020-07-31, M,3.77,10286757.0,40.88,,Northeast,26.2006,92.9376,10.399512,0,Low Impact,1,0,11.822859015800901
Assam,2020-08-31, M,5.53,9781310.0,39.52,,Northeast,26.2006,92.9376,10.954554,0,Low Impact,1,0,11.994833097673302
Assam,2020-09-30, M,1.19,14107641.0,54.38,,Northeast,26.2006,92.9376,6.58533,1,Moderate Impact,1,0,10.404015290730374
Assam,2020-10-31, M,3.02,11949329.0,46.84,,Northeast,26.2006,92.9376,7.8178396,0,Low Impact,1,0,11.202314936243827
Bihar,2020-01-31, M,10.61,26397671.0,37.72,,East,25.0961,85.3131,10.991288,0,Low Impact,1,0,8.05791491674089
Bihar,2020-02-29, M,10.29,26281655.0,37.35,,East,25.0961,85.3131,11.210447,0,Low Impact,1,0,8.099523147469009
Bihar,2020-03-31, M,15.43,25717519.0,38.69,,East,25.0961,85.3131,10.448513,0,Low Impact,1,0,8.185980360058771
Bihar,2020-04-30, M,46.64,16046236.0,38.17,,East,25.0961,85.3131,11.29588,2,High Impact,-1,1,10.53526183450553
Bihar,2020-05-31, M,45.96,16280203.0,38.16,,East,25.0961,85.3131,11.28526,2,High Impact,-1,1,10.47926160010742
Bihar,2020-06-30, M,17.82,23963933.0,36.86,,East,25.0961,85.3131,11.571436,0,Low Impact,1,0,8.67601443140233
Bihar,2020-07-31, M,12.79,24989370.0,36.14,,East,25.0961,85.3131,11.956635,0,Low Impact,1,0,8.45553249418126
Bihar,2020-08-31, M,13.44,23795534.0,34.59,,East,25.0961,85.3131,12.9349985,0,Low Impact,1,0,8.800372030145146
Bihar,2020-09-30, M,11.91,26902907.0,38.35,,East,25.0961,85.3131,10.608188,0,Low Impact,1,0,7.9129358966566175
Bihar,2020-10-31, M,9.82,25693252.0,35.7,,East,25.0961,85.3131,12.190078,0,Low Impact,1,0,8.302187569861562
Chhattisgarh,2020-01-31, M,9.65,8552172.0,43.08,,West,21.2787,81.8661,10.946107,0,Low Impact,1,0,12.159568312783371
Chhattisgarh,2020-02-29, M,8.38,9195114.0,45.58,,West,21.2787,81.8661,9.999505,0,Low Impact,1,0,11.912390473753511
Chhattisgarh,2020-03-31, M,7.54,9302317.0,45.59,,West,21.2787,81.8661,9.921077,0,Low Impact,1,0,11.886193109900114
Chhattisgarh,2020-04-30, M,3.41,7600448.0,35.58,,West,21.2787,81.8661,12.913724,0,Low Impact,1,0,12.665690047926281
Chhattisgarh,2020-05-31, M,10.5,6991217.0,35.23,,West,21.2787,81.8661,13.210035,0,Low Impact,1,0,12.825389662482413
Chhattisgarh,2020-06-30, M,14.23,7332807.0,38.48,,West,21.2787,81.8661,12.195519,0,Low Impact,1,0,12.623133704304472
Chhattisgarh,2020-07-31, M,10.27,8620294.0,43.14,,West,21.2787,81.8661,10.892777,0,Low Impact,1,0,12.14094118322587
Chhattisgarh,2020-08-31, M,5.63,9050422.0,42.97,,West,21.2787,81.8661,10.6638975,0,Low Impact,1,0,12.043585744494148
Chhattisgarh,2020-09-30, M,1.96,9021854.0,41.14,,West,21.2787,81.8661,10.967197,0,Low Impact,1,0,12.118013705861395
Chhattisgarh,2020-10-31, M,6.62,8546847.0,40.82,,West,21.2787,81.8661,11.278581,0,Low Impact,1,0,12.244267627861817
Delhi,2020-01-31, M,22.23,5805284.0,47.79,,North,28.7041,77.1025,12.147292,2,High Impact,1,0,12.647526473017273
Delhi,2020-02-29, M,14.84,5856307.0,43.92,,North,28.7041,77.1025,12.345532,0,Low Impact,1,0,12.77807488184775
Delhi,2020-03-31, M,17.04,5553805.0,42.65,,North,28.7041,77.1025,12.605723,0,Low Impact,1,0,12.897831825396977
Delhi,2020-04-30, M,16.68,3119274.0,23.8,,North,28.7041,77.1025,19.226488,0,Low Impact,-1,1,14.180131469342477
Delhi,2020-05-31, M,42.27,2632404.0,28.91,,North,28.7041,77.1025,17.05747,2,High Impact,-1,1,14.108822778371813
Delhi,2020-06-30, M,18.19,4418914.0,34.17,,North,28.7041,77.1025,14.3739195,0,Low Impact,1,0,13.484255423331572
Delhi,2020-07-31, M,20.3,4291053.0,33.97,,North,28.7041,77.1025,14.477436,2,High Impact,1,0,13.522442770167986
Delhi,2020-08-31, M,13.79,4850107.0,35.41,,North,28.7041,77.1025,13.855048,0,Low Impact,1,0,13.334600438878796
Delhi,2020-09-30, M,12.53,4958373.0,35.59,,North,28.7041,77.1025,13.765896,0,Low Impact,1,0,13.301872285226871
Delhi,2020-10-31, M,6.27,4842698.0,32.36,,North,28.7041,77.1025,14.883302,0,Low Impact,1,0,13.448960668852525
Goa,2020-01-31, M,8.89,416750.0,35.73,,West,15.2993,74.124,15.859291,0,Low Impact,1,0,14.390911608018156
Goa,2020-02-29, M,2.81,478068.0,38.38,,West,15.2993,74.124,15.596261,0,Low Impact,1,0,14.278327119452367
Goa,2020-03-31, M,5.25,411761.0,33.88,,West,15.2993,74.124,16.0853,0,Low Impact,1,0,14.460396912738695
Goa,2020-04-30, M,13.31,500614.0,44.97,,West,15.2993,74.124,15.292516,0,Low Impact,1,0,14.029658913325173
Goa,2020-05-31, M,21.25,378244.0,37.36,,West,15.2993,74.124,15.735012,2,High Impact,1,0,14.340025668854691
Goa,2020-06-30, M,9.96,489111.0,42.21,,West,15.2993,74.124,15.382453,0,Low Impact,1,0,14.134301634293227
Goa,2020-07-31, M,17.07,458876.0,42.94,,West,15.2993,74.124,15.375126,0,Low Impact,1,0,14.114641883571034
Goa,2020-08-31, M,16.21,473016.0,43.76,,West,15.2993,74.124,15.340248,0,Low Impact,1,0,14.08096903695244
Goa,2020-09-30, M,15.38,425004.0,38.89,,West,15.2993,74.124,15.581266,0,Low Impact,1,0,14.272287704579286
Goa,2020-10-31, M,11.54,392304.0,34.3,,West,15.2993,74.124,16.040415,0,Low Impact,1,0,14.449582502467797
Gujarat,2020-01-31, M,5.54,24126346.0,48.49,,West,22.2587,71.1924,5.1365404,0,Low Impact,1,0,8.207622381648015
Gujarat,2020-02-29, M,6.38,24757795.0,50.11,,West,22.2587,71.1924,4.5594387,1,Moderate Impact,1,0,7.9956942452336754
Gujarat,2020-03-31, M,6.66,23566641.0,47.75,,West,22.2587,71.1924,5.473785,0,Low Impact,1,0,8.36978462852462
Gujarat,2020-04-30, M,18.71,15288878.0,35.5,,West,22.2587,71.1924,12.69034,2,High Impact,1,0,10.816280438872806
Gujarat,2020-05-31, M,12.11,17836936.0,38.23,,West,22.2587,71.1924,11.132018,0,Low Impact,1,0,10.101616460668392
Gujarat,2020-06-30, M,3.2,23657055.0,45.96,,West,22.2587,71.1924,6.3414764,0,Low Impact,1,0,8.414070031527448
Gujarat,2020-07-31, M,1.84,24276120.0,46.41,,West,22.2587,71.1924,6.089309,0,Low Impact,1,0,8.248310135626891
Gujarat,2020-08-31, M,1.87,22817232.0,43.55,,West,22.2587,71.1924,7.750954,0,Low Impact,1,0,8.70536023634794
Gujarat,2020-09-30, M,3.42,25010199.0,48.41,,West,22.2587,71.1924,5.153393,0,Low Impact,1,0,7.997629739260549
Gujarat,2020-10-31, M,4.03,25970259.0,50.49,,West,22.2587,71.1924,4.4333687,1,Moderate Impact,1,0,7.6895512731502915
Haryana,2020-01-31, M,20.34,7693231.0,43.36,,North,29.0588,76.0856,11.395054,2,High Impact,1,0,12.35617696309127
Haryana,2020-02-29, M,25.77,7322942.0,44.21,,North,29.0588,76.0856,11.494475,2,High Impact,1,0,12.414016746530146
Haryana,2020-03-31, M,25.05,6641555.0,39.63,,North,29.0588,76.0856,12.35426,2,High Impact,1,0,12.747229672965915
Haryana,2020-04-30, M,43.22,5647630.0,44.38,,North,29.0588,76.0856,12.429749,2,High Impact,-1,1,12.811372578559066
Haryana,2020-05-31, M,29.02,6437868.0,40.39,,North,29.0588,76.0856,12.371871,2,High Impact,1,0,12.76825216660987
Haryana,2020-06-30, M,26.7,6951934.0,42.14,,North,29.0588,76.0856,11.926793,2,High Impact,1,0,12.579806661051009
Haryana,2020-07-31, M,24.18,6800652.0,39.77,,North,29.0588,76.0856,12.260267,2,High Impact,1,0,12.703731275404227
Haryana,2020-08-31, M,33.5,7113788.0,47.32,,North,29.0588,76.0856,11.227456,2,High Impact,1,0,12.349618135301025
Haryana,2020-09-30, M,19.68,7132439.0,39.2,,North,29.0588,76.0856,12.165484,2,High Impact,1,0,12.644832951981408
Haryana,2020-10-31, M,27.31,6698551.0,40.6,,North,29.0588,76.0856,12.219982,2,High Impact,1,0,12.697695107033564
Himachal Pradesh,2020-01-31, M,16.83,2287632.0,45.5,,North,31.1048,77.1734,14.268246,0,Low Impact,1,0,13.579552986194734
Himachal Pradesh,2020-02-29, M,16.84,2180268.0,43.3,,North,31.1048,77.1734,14.409661,0,Low Impact,1,0,13.68662181713021
Himachal Pradesh,2020-03-31, M,18.76,2021858.0,41.04,,North,31.1048,77.1734,14.591018,2,High Impact,1,0,13.808203681460734
Himachal Pradesh,2020-04-30, M,2.2,1131128.0,19.04,,North,31.1048,77.1734,21.963898,0,Low Impact,-1,1,14.834823747135838
Himachal Pradesh,2020-05-31, M,26.95,1897639.0,42.7,,North,31.1048,77.1734,14.586017,2,High Impact,1,0,13.776861155368202
Himachal Pradesh,2020-06-30, M,13.47,2199683.0,41.72,,North,31.1048,77.1734,14.461605,0,Low Impact,1,0,13.740261828591013
Himachal Pradesh,2020-07-31, M,24.31,2229456.0,48.25,,North,31.1048,77.1734,14.637042,2,High Impact,1,0,13.492067025636665
Himachal Pradesh,2020-08-31, M,15.79,2029740.0,39.42,,North,31.1048,77.1734,14.705269,0,Low Impact,1,0,13.866098717990164
Himachal Pradesh,2020-09-30, M,12.04,2237480.0,41.54,,North,31.1048,77.1734,14.449465,0,Low Impact,1,0,13.73779923336874
Himachal Pradesh,2020-10-31, M,13.46,2123965.0,40.01,,North,31.1048,77.1734,14.605428,0,Low Impact,1,0,13.82162038394798
Jammu & Kashmir,2020-01-31, M,21.08,3453025.0,42.2,,North,33.7782,76.5762,13.757719,2,High Impact,1,0,13.420579188815871
Jammu & Kashmir,2020-02-29, M,20.78,3223513.0,39.17,,North,33.7782,76.5762,14.112168,2,High Impact,1,0,13.587712177717526
Jammu & Kashmir,2020-03-31, M,15.5,3359107.0,38.18,,North,33.7782,76.5762,14.136187,0,Low Impact,1,0,13.591584509437478
Jammu & Kashmir,2020-05-31, M,18.74,3246493.0,38.21,,North,33.7782,76.5762,14.188599,2,High Impact,1,0,13.617609141814222
Jammu & Kashmir,2020-06-30, M,17.92,3202336.0,37.24,,North,33.7782,76.5762,14.316527,0,Low Impact,1,0,13.66405042591068
Jammu & Kashmir,2020-07-31, M,10.88,3558889.0,38.03,,North,33.7782,76.5762,14.053791,0,Low Impact,1,0,13.548987803788464
Jammu & Kashmir,2020-08-31, M,11.09,3429950.0,36.66,,North,33.7782,76.5762,14.267398,0,Low Impact,1,0,13.630619452791704
Jammu & Kashmir,2020-09-30, M,16.17,3210281.0,36.31,,North,33.7782,76.5762,14.414315,0,Low Impact,1,0,13.69646245401708
Jammu & Kashmir,2020-10-31, M,16.14,3106691.0,35.05,,North,33.7782,76.5762,14.650801,0,Low Impact,1,0,13.767926716017781
Jharkhand,2020-01-31, M,10.61,10198029.0,42.92,,East,23.6102,85.2799,9.971448,0,Low Impact,1,0,11.768939932628857
Jharkhand,2020-02-29, M,11.85,10425425.0,44.4,,East,23.6102,85.2799,9.43137,0,Low Impact,1,0,11.659527091150817
Jharkhand,2020-03-31, M,8.23,9638115.0,39.34,,East,23.6102,85.2799,11.063716,0,Low Impact,1,0,12.035976645144515
Jharkhand,2020-04-30, M,47.09,5335262.0,37.69,,East,23.6102,85.2799,13.218297,2,High Impact,-1,1,13.133558172866696
Jharkhand,2020-05-31, M,59.23,4145385.0,37.92,,East,23.6102,85.2799,13.775769,2,High Impact,-1,1,13.41174425342197
Jharkhand,2020-06-30, M,20.95,8622722.0,40.59,,East,23.6102,85.2799,11.266067,2,High Impact,1,0,12.234476449693549
Jharkhand,2020-07-31, M,7.63,9521900.0,38.27,,East,23.6102,85.2799,11.4393015,0,Low Impact,1,0,12.103469749564798
Jharkhand,2020-08-31, M,9.76,9331640.0,38.31,,East,23.6102,85.2799,11.482359,0,Low Impact,1,0,12.147832422253789
